,sentimen,Tweet,tweet_tokens
6279.0,0.0,mantab aku jadi penasaran pengen liat,"['mantab', 'penasaran', 'ken', 'liat']"
6280.0,0.0,dapet aku,['dapet']
6281.0,0.0,aku tak tahu aku dah tak sembang aku sibuk shopping hahaha,"['sudah', 'sembang', 'sibuk', 'shopping', 'hahaha']"
6282.0,0.0,mau diem tapi nggak bisa hihi mancing sih kamu,"['diem', 'nggak', 'hihi', 'mancing']"
6283.0,0.0,standard tandas fspu mmg mcmtu mmg akan tersalah sbb sign takda kena fikir banyak kali nak masuk hahaha,"['standard', 'fspu', 'mmg', 'mcmtu', 'mmg', 'salah', 'sbb', 'sign', 'takda', 'kena', 'fikir', 'kali', 'masuk', 'hahaha']"
6284.0,0.0,aku sukanya kamu,['suka']
6285.0,0.0,kenapa ga doyanini buat aku wkwkkwkw,"['doyanini', 'wkwkkwkw']"
6286.0,0.0,sini aku ajarin apa yg aku ngerti ehehe,"['ajarin', 'ngerti', 'ehehe']"
6287.0,0.0,tadi malem berdoa pengen ngeliat bidadari ehh di fto ini aku bisa liat dikabulin ternyata,"['malem', 'doa', 'ken', 'ngeliat', 'bidadari', 'ehh', 'foto', 'liat', 'dikabulin']"
6288.0,0.0,kamu kan jagonya ya manjain aku,"['jago', 'manjain']"
6289.0,0.0,hayuuk aku meloook,"['hayuuk', 'meloook']"
6290.0,0.0,lihat kamu adem rasane wkwkwkwkwk,"['lihat', 'adem', 'rasane', 'wkwkwkwkwk']"
6291.0,0.0,nasib baik kau tak de masa nak sembang lebih bang aku bizi ni xde masa nak sembang jugak,"['nasib', 'de', 'sembang', 'bang', 'bizi', 'xde', 'sembang', 'jugak']"
6292.0,0.0,tak peduli seberapa keras kamu mencoba kamu tak akan pernah bisa menyangkal apa yang kamu rasa,"['peduli', 'keras', 'coba', 'sangkal']"
6293.0,0.0,sukahati aku la aku yg taknak ngaku bukan kau,"['sukahati', 'la', 'taknak', 'ngaku']"
6294.0,0.0,hmm smlm aku buat cmtu alhamdulillah lega sikit harini bangun tido terus hilang maybe sbb haritu kan hg balik bawak beg berat,"['hmm', 'smlm', 'cmtu', 'alhamdulillah', 'lega', 'sikit', 'harini', 'bangun', 'tido', 'hilang', 'maybe', 'sbb', 'haritu', 'hg', 'bawak', 'beg', 'berat']"
6295.0,0.0,aku suka harry potter tapi aku lebih suka harry harry bersamamu recehkantwitter recehkantwiter,"['suka', 'harry', 'potter', 'suka', 'harry', 'harry', 'sama', 'recehkantwitter', 'recehkantwiter']"
6296.0,0.0,lelaki yang pernah memintaku menjadi kekasihnya kemudian memilih untuk berpisah besok akan menikah aku turut bahagia untuknya,"['lelaki', 'minta', 'kasih', 'pilih', 'pisah', 'besok', 'meni', 'bahagia', 'untuk']"
6297.0,0.0,hahahahah berdekah aku tengok parody ni sumpah kreatif dakdak ni munafik,"['hahahahah', 'dekah', 'tengok', 'parody', 'sumpah', 'kreatif', 'dakdak', 'munafik']"
6298.0,0.0,kamu baca aja disini ya akun dari sekian ratus yang rep ada aku disitu banggain kamu,"['baca', 'akun', 'sekian', 'ratus', 'rep', 'situ', 'banggain']"
6299.0,0.0,ternyata masih belum saatnya aku tatap tatapan sama wonwoo guys but im okay fokusku ke ic sama skripsi,"['tatap', 'tatap', 'wonwoo', 'guys', 'but', 'im', 'okay', 'fokus', 'ic', 'skripsi']"
6300.0,0.0,aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm,"['lahir', 'bumi', 'jaga', 'hati', 'pihakampai', 'hati', 'barai', 'kesah', 'hmm']"
6301.0,0.0,dan jadikanlah aku termasuk orang orang yang medapatkan surga yang penuh kenikmatan qs asyyu araa,"['jadi', 'medapatkan', 'surga', 'penuh', 'nikmat', 'qs', 'asyyu', 'araa']"
6302.0,0.0,selama ini yang msh jadi favorit msh laskar pelangi,"['msh', 'favorit', 'msh', 'laskar', 'pelangi']"
6303.0,0.0,kalau simpan duit asyik terguna jadi aku beli emas rm beli emas dpt sebesar duit seposen kalau asyik gadai,"['simpan', 'duit', 'asyik', 'guna', 'beli', 'emas', 'rm', 'beli', 'emas', 'dpt', 'duit', 'seposen', 'asyik', 'gadai']"
6304.0,0.0,terima kasih ginting caramu bangkit dari kekalahan di final beregu dgn mengalahkan kento dan chen long hingga smp di sem,"['terima', 'kasih', 'ginting', 'cara', 'bangkit', 'kalah', 'final', 'regu', 'kalah', 'kento', 'chen', 'long', 'smp', 'sem']"
6305.0,0.0,aku juga dong,[]
6306.0,0.0,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb,"['crush', 'tegur', 'ye', 'tegur', 'suka', 'cakap', 'suka', 'dok', 'tengok', 'story', 'missebb']"
6307.0,0.0,ya ya ya dan aku tahu sekarang,[]
6308.0,0.0,itu aku jg mau,['jg']
6309.0,0.0,teruntuk kak rehan kamu yg sabar ya,"['untuk', 'kak', 'rehan', 'sabar']"
6310.0,0.0,aku legaaaaa hampir nggakbisa menikmati makan siang lho ini,"['legaaaaa', 'nggakbisa', 'nikmat', 'makan', 'siang', 'lho']"
6311.0,0.0,semoga apa yang kamu berikan padaku saat ini bukanlah sandiwara belaka,"['moga', 'pada', 'sandiwara', 'belaka']"
6312.0,0.0, kasih semua kalau nak bantu aku kumpul duit lagi banyak korang beli lah ini klik sini untuk beli,"['kasih', 'bantu', 'kumpul', 'duit', 'korang', 'beli', 'klik', 'beli']"
6313.0,0.0,kalau takut dilambung ombak jangan menonton ombak rindu hahaha,"['takut', 'lambung', 'ombak', 'tonton', 'ombak', 'rindu', 'hahaha']"
6314.0,0.0,soal jodoh ni aku tenang je tapi aku harap bila jodoh aku sampai aku nak bahagia hidup sampai ke akhir hayat  want my,"['jodoh', 'tenang', 'harap', 'jodoh', 'bahagia', 'hidup', 'hayat', 'want', 'my']"
6315.0,0.0,mau nya kamu itu sih hahaha,['hahaha']
6316.0,0.0,aku setia kok sama kakak,"['setia', 'kakak']"
6317.0,0.0,hahahahahahahaha aku pun ada sejarah dgn wani nasib ada kaklong idaaa hahahaha alaaa bodo laaaaaa,"['hahahahahahahaha', 'sejarah', 'wani', 'nasib', 'kaklong', 'idaaa', 'hahahaha', 'alaaa', 'bodo', 'laaaaaa']"
6318.0,0.0,hahahahaha anggap jelah dia respect orang lain yang ade dlm kereta aku pun pernah gak tanya abil ,"['hahahahaha', 'anggap', 'jelah', 'respect', 'ade', 'dlm', 'kereta', 'abil']"
6319.0,0.0,mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia,"['mamat', 'cool', 'cinta', 'dlm', 'hati', 'tu', 'putih', 'kain', 'bom', 'cari', 'kena', 'mcm', 'tu', 'still', 'awek']"
6320.0,0.0,ga ada masalah kok yg masalah itu kalo kamu sama sekali nggak mau mulai eaaak akun motivasi,"['nggak', 'eaaak', 'akun', 'motivasi']"
6321.0,0.0,untuk merayakan kemenangan straykids hari ini aku up ff zona nyaman yang isinya day ft straykids pake nama lokal,"['raya', 'menang', 'straykids', 'up', 'ff', 'zona', 'nyaman', 'isi', 'day', 'ft', 'straykids', 'pake', 'nama', 'lokal']"
6322.0,0.0,aku cinta reveluv,"['cinta', 'reveluv']"
6323.0,0.0,setau aku di koriyah emg gitu hehe,"['tau', 'koriyah', 'emg', 'gitu']"
6324.0,0.0,gak apa apa deh aku gak punya pacar asal bisa diginiin terus,"['deh', 'pacar', 'diginiin']"
6325.0,0.0,manusia bro ex aku banyak kali juga cakap camni tahun je kekal dia tinggalkan aku amp now dah bahagia dah,"['manusia', 'bro', 'ex', 'kali', 'cakap', 'camni', 'kekal', 'tinggal', 'now', 'sudah', 'bahagia', 'sudah']"
6326.0,0.0,tapi aku bersyukur sbb allah pinjamkan kau wlaupun kejap terima kasih sbb bahagiakan aku,"['syukur', 'sbb', 'allah', 'pinjam', 'wlaupun', 'kejap', 'terima', 'kasih', 'sbb', 'bahagia']"
6327.0,0.0,orang lain kemain minat dia aku lek je orang amik gambar mcm tu dgn dia,"['main', 'minat', 'lek', 'amik', 'gambar', 'mcm', 'tu']"
6328.0,0.0,aku setuju sama kamu karena sebesar apapun cinta kita seberapa banyak uang yang kita keluarkan untuk idol engg,"['tuju', 'apa', 'cinta', 'uang', 'keluar', 'idol', 'engg']"
6329.0,0.0,kalau korang ada chances of staying with your parents appreciate it exception untuk yg tengah study or sekolah ,"['korang', 'chances', 'of', 'staying', 'with', 'your', 'parents', 'appreciate', 'it', 'exception', 'study', 'or', 'sekolah']"
6330.0,0.0,pengalaman mendewasakan aku,"['alam', 'dewasa']"
6331.0,0.0,typical me hahahaaahha camni la aku marah adik aku kalau dengan member dia cakap baik je dengan aku macam musuh gen,"['typical', 'me', 'hahaha', 'camni', 'la', 'marah', 'adik', 'member', 'cakap', 'musuh', 'gen']"
6332.0,0.0,help rt freebies karna aku dpt ticket ic green underprice aku maw bagi fribis pas ic aja tanggal di ice nantii plac,"['help', 'freebies', 'karna', 'dpt', 'ticket', 'ic', 'green', 'underprice', 'maw', 'frib', 'pas', 'ic', 'tanggal', 'ice', 'nanti', 'plac']"
6333.0,0.0,wkwkw gataw kan aku ngasal coba liat dulu sini,"['wkwkw', 'gataw', 'ngasal', 'coba', 'liat']"
6334.0,0.0,bersyukur aku loner banyak masa boleh spend dengan yang halal,"['syukur', 'loner', 'spend', 'halal']"
6335.0,0.0,yakinin dulu dirimu coba kuatin iman agamamu sekarang siapa tau dapet pencerahan aku juga merasa gt ko,"['yakinin', 'diri', 'coba', 'kuatin', 'iman', 'agama', 'dapet', 'cerah', 'gt', 'ko']"
6336.0,0.0,aa yang ketawa aku yang bahagia,"['aa', 'ketawa', 'bahagia']"
6337.0,0.0,iyooo hahaha dadakan tiket pesawat mahal dong   banya yg dpt hrsny kuikutan aja hahahhaha yg menang dpt cat smu,"['iyooo', 'hahaha', 'dada', 'tiket', 'pesawat', 'mahal', 'banya', 'dpt', 'hrsny', 'ikut', 'hahahhaha', 'menang', 'dpt', 'cat', 'smu']"
6338.0,0.0,aku jujur ga kepengen tau sama sekali tp selalu doain yg terbaik buat dia dan keluarganya yg sungguh sgt baik,"['jujur', 'ken', 'tapi', 'doain', 'baik', 'keluarga', 'sungguh', 'sgt']"
6339.0,0.0,aku dah biasa dengan semua ni kan chill je lah,"['sudah', 'chill']"
6340.0,0.0,kan acu suka yang nakal nakal  ga cocok itu mah sama kamu,"['acu', 'suka', 'nakal', 'nakal', 'cocok', 'mah']"
6341.0,0.0,aku seneng kamu menaruh ketertarikan gini hehe kalo yang anti baca aja gamau kan,"['neng', 'taruh', 'tari', 'gin', 'anti', 'baca', 'gamau']"
6342.0,0.0,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat ,"['cepet', 'sembuh', 'sayaang', 'moga', 'kuat', 'allah', 'angkat', 'sakit', 'yaaemangat']"
6343.0,0.0,sini aku ajarin,['ajarin']
6344.0,0.0,setiap orang berbeda unik dengan caranya kamu harus menghargainya tapi tak berarti kamu harus menyukai semuanya,"['beda', 'unik', 'harga', 'suka']"
6345.0,0.0,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan,"['gagal', 'patah', 'juang']"
6346.0,0.0,lu gila kahh mcm aku kau senyum je mal ada lahtu nti,"['lu', 'gila', 'kahh', 'mcm', 'senyum', 'mal', 'lahtu', 'nti']"
6347.0,0.0,pasti aku kan yang dicari,['cari']
6348.0,0.0,bikin instastory cuma biar kamu reply terus ngobrol hehe,"['instastory', 'reply', 'ngobrol']"
6349.0,0.0,rlt sekarang aku sudah syantiq kan kakak,"['rlt', 'syantiq', 'kakak']"
6350.0,0.0,life must go onemangat memperbaiki diri jangan anggap diri kamu rendah angkat kepalamu tatap masa depanmu bismillah jumatberkah,"['life', 'must', 'go', 'onemangat', 'baik', 'anggap', 'rendah', 'angkat', 'kepala', 'tatap', 'depan', 'bismillah', 'jumatberkah']"
6351.0,0.0,yesss aku guna idea ni,"['yesss', 'idea']"
6352.0,0.0,aku memang bukan yang terbaik untukmu tapi kamu tak pernah tau bahwa diriku sangat mincintaimu setulus hatiku teens kikies,"['baik', 'untuk', 'diri', 'mincintaimu', 'tulus', 'hati', 'teens', 'kikies']"
6353.0,0.0,yes hahahaha,"['yes', 'hahahaha']"
6354.0,0.0,hello aku single lagi ok hahahahhaa,"['hello', 'single', 'ok', 'hahaha']"
6355.0,0.0,thread kontrol ke psikolog psikiater sampai akhirnya aku bisa rubah sikap buruk aku dan bangkit dari keterpurukan ke ps,"['thread', 'kontrol', 'psikolog', 'psikiater', 'rubah', 'sikap', 'buruk', 'bangkit', 'puruk', 'ps']"
6356.0,0.0,throwback gambar degree kat facebook and muka aku semuanya mudah terhibur je hihi dah kata dah mana ada aku ni menyeramkan,"['throwback', 'gambar', 'degree', 'kat', 'facebook', 'and', 'muka', 'mudah', 'hibur', 'hihi', 'sudah', 'sudah', 'seram']"
6357.0,0.0,murah banget btw tadi aku juga abis bikin pecel,"['murah', 'banget', 'btw', 'abis', 'pecel']"
6358.0,0.0,terimalah teguran tu sebab dia nak selamatkan kamu,"['terima', 'tegur', 'tu', 'selamat']"
6359.0,0.0,punya teman,['teman']
6360.0,0.0,aku tahu kau boleh sabar ,['sabar']
6361.0,0.0,emang cuma kamu yg paling tau soal aku baiklah,"['emang', 'baik']"
6362.0,0.0,iyasi bener aku juga ga jadi daftar bidikmisi wkwkwkw,"['iyasi', 'bener', 'daftar', 'bidikmisi', 'wkwkwkw']"
6363.0,0.0,hahaaha kann betul ada yg mentality siap mcm ni masuk keje time tulah aku bru thumb adoii,"['hahaha', 'kann', 'mentality', 'mcm', 'masuk', 'keje', 'time', 'tulah', 'bru', 'thumb', 'adoii']"
6364.0,0.0,jangan hanya berharap dan menunggu tuhan memang akan selalu memberimu yang terbaik tapi kamu tetap harus berusaha,"['harap', 'tunggu', 'tuhan', 'beri', 'baik', 'usaha']"
6365.0,0.0,harapan aku cuman satu semoga orang tua aku masih ada disaat aku sukses nanti,"['harap', 'cuman', 'moga', 'tua', 'saat', 'sukses']"
6366.0,0.0,aku lebih suka yang cair sikit,"['suka', 'cair', 'sikit']"
6367.0,0.0,kasian aku tuh liat aji yg ngucap cuma jusuf wkwkkwkskwk,"['kasi', 'liat', 'aji', 'ngucap', 'jusuf', 'wkwkkwkskwk']"
6368.0,0.0,agreed dah masuk work life ni dia tak kisah dah pointer hg flat ka apa as long as hg pandai settle job yg diber,"['agreed', 'sudah', 'masuk', 'work', 'life', 'kisah', 'sudah', 'pointer', 'hg', 'flat', 'ka', 'as', 'long', 'as', 'hg', 'pandai', 'settle', 'job', 'diber']"
6369.0,0.0,bukan aku hahahaha ini kisah temen yg kebetulan aku liat  depan mata,"['hahahaha', 'kisah', 'teman', 'liat', 'mata']"
6370.0,0.0,aku selalu ingat dengan apapun yang terpaut denganmu meskipun hal kecil semisal harum parfum dari tubuhmu yang kadang suka buatku rindu,"['apa', 'paut', 'dengan', 'harum', 'parfum', 'tubuh', 'kadang', 'suka', 'buat', 'rindu']"
6371.0,0.0,yup,['yup']
6372.0,0.0,ow  senang sekali aku dijadikan panutan,"['ow', 'senang', 'jadi', 'panutan']"
6373.0,0.0,dirikanlah shalat dan suruhlah manusia mengerjakan yang baik dan cegahlah mereka dari perbuatan yang mungkar da,"['diri', 'shalat', 'suruh', 'manusia', 'cegah', 'buat', 'mungkar', 'da']"
6374.0,0.0,cuk iki lucu hahahaha aku seneng logate ditulis plek opo onoe,"['cuk', 'iki', 'lucu', 'hahahaha', 'neng', 'logate', 'tulis', 'plek', 'opo', 'onoe']"
6375.0,0.0,lah aku ke miniso isinya cewe semua mba karna dia lucu jadi aku bawa pulang wkwk,"['miniso', 'isi', 'cewe', 'mba', 'karna', 'lucu', 'bawa', 'pulang', 'wkwk']"
6376.0,0.0,makanyaaaa wkwkwkwk masih aku senyumin,"['makanyaaaa', 'wkwkwkwk', 'senyumin']"
6377.0,0.0,ya allah bagilah aku kekuatan untuk berlakon okay bila tengok dia dengan orang lain amin,"['allah', 'bagi', 'kuat', 'lakon', 'okay', 'tengok', 'amin']"
6378.0,0.0,macam aku cakap jangan jadi terlalu baik nak buat baik berpada pada lah,"['cakap', 'pada']"
6379.0,0.0,aku la ni target cod yang ada battle royale tu tapi tak keluaq gi rasa,"['la', 'target', 'cod', 'battle', 'royale', 'tu', 'keluaq', 'gi']"
6380.0,0.0,aku di cium sama woojin lt,"['cium', 'woojin', 'lt']"
6381.0,0.0,idm miii butuh temen mutualan yokkk aku anak baik kok hehe name ku ada nya yahh terserah mau reply rt atau like terima kasih,"['idm', 'miii', 'butuh', 'teman', 'mutualan', 'yokkk', 'anak', 'name', 'ku', 'yahh', 'serah', 'reply', 'like', 'terima', 'kasih']"
6382.0,0.0,ketika kamu memiliki alasan untuk menyerah sebenarnya kamu masih punya alasan untuk bertahan,"['milik', 'alas', 'serah', 'alas', 'tahan']"
6383.0,0.0,aku hanya ingin mencintai orang yang selamanya hanya mencintaiku yang bukan hanya dari kata semata,"['cinta', 'cinta']"
6384.0,0.0,biy betol laa dengo bossned panggil nora danish sayangayang dia ada saduu alahaiiii meltingnya aku dengo,"['biy', 'betol', 'laa', 'dengo', 'bossned', 'panggil', 'nora', 'danish', 'sayangayang', 'saduu', 'alahaiiii', 'meltingnya', 'dengo']"
6385.0,0.0,aku suka nih new drama,"['suka', 'new', 'drama']"
6386.0,0.0,bagi aku ler kalau tknak hahaha,"['ler', 'tknak', 'hahaha']"
6387.0,0.0,semangat buat hari ini guanlin sayang cepet pulang aku kangen gt lt,"['semangat', 'guanlin', 'sayang', 'cepet', 'pulang', 'kangen', 'gt', 'lt']"
6388.0,0.0,doa mu makbul shahrul alumku membuat langsung hahahahah tq ingati jua sesungguhnya aku lupa,"['doa', 'mu', 'makbul', 'shahrul', 'alum', 'langsung', 'hahahahah', 'tq', 'ingat', 'jua', 'sungguh', 'lupa']"
6389.0,0.0,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat,"['mobil', 'teduh', 'hujan', 'amer', 'hangat']"
6390.0,0.0,asal lagu tu terngiang ngiang kat pale aku hanat,"['lagu', 'tu', 'ngiang', 'ngiang', 'kat', 'pale', 'hanat']"
6391.0,0.0,aku melihat begitu ramai berlumba lumba menjadi yang terbaik untuk pasangan aku berharap dia jga lakukan perkara yg sama,"['ramai', 'berlumba', 'lumba', 'baik', 'pasang', 'harap', 'jga', 'laku', 'perkara']"
6392.0,0.0,maka tu bukan best friend aku la sbb aku tak da kawan binatang ahhahahaahhahahahahaga,"['tu', 'best', 'friend', 'la', 'sbb', 'da', 'kawan', 'binatang', 'hahaha']"
6393.0,0.0,rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau,"['rindu', 'takpa', 'la', 'doa', 'jeemoga', 'tuhan', 'lindung']"
6394.0,0.0,hahaha udah makan siang sama aku aja jfclosedday,"['hahaha', 'makan', 'siang', 'jfclosedday']"
6395.0,0.0,askmf temen boleh minta doanya aku interview kerja jam sore ini doain lancar ya dan terbaik hasil ny,"['ask-fm', 'teman', 'doa', 'interview', 'kerja', 'jam', 'sore', 'doain', 'lancar', 'baik', 'hasil']"
6396.0,0.0,rlt buat yg belum ada kode tix bisa pake kode aku ya hehe,"['rlt', 'kode', 'tix', 'pake', 'kode']"
6397.0,0.0,sian akak kt office aku ni hahahaha malas nk ckp lebih ahhahahaha,"['sian', 'akak', 'kt', 'office', 'hahahaha', 'malas', 'nk', 'ckp', 'hahaha']"
6398.0,0.0,hahahha lucunya kamu kucing aku anjing gitu,"['hahahha', 'lucu', 'kucing', 'anjing', 'gitu']"
6399.0,0.0,allahu takpelaa nanti aku post hadiahh,"['allahu', 'takpelaa', 'post', 'hadiahh']"
6400.0,0.0,ya allah ajarkanlah aku senantiasa menahan amarah ketika emosiku meledak ledak ajarkanlah aku untuk tetap berkata san,"['allah', 'ajar', 'senantiasa', 'tahan', 'amarah', 'emosi', 'ledak', 'ledak', 'ajar', 'san']"
6401.0,0.0,ugh  hope my parents tak kecewa dgn result trial aku nanti,"['ugh', 'hope', 'my', 'parents', 'kecewa', 'result', 'trial']"
6402.0,0.0,oh siap,['oh']
6403.0,0.0,aku memang tak sempurna tapi ku mau selalu sayang padamu,"['sempurna', 'ku', 'sayang', 'pada']"
6404.0,0.0,bismillah numpang kang kerdus tapi aku sayang,"['bismillah', 'numpang', 'kang', 'kerdus', 'sayang']"
6405.0,0.0,aku ngakak bacanya,"['ngakak', 'baca']"
6406.0,0.0,perempuan ini ibarat bungaelagi kita siram dia dengan sifat yang penyayang dan lemah lembut pasti perasaan sayang aka,"['perempuan', 'bungaelagi', 'siram', 'sifat', 'sayang', 'lemah', 'lembut', 'asa', 'sayang', 'aka']"
6407.0,0.0,kalo memungkinkan pasti aku bantu,['bantu']
6408.0,0.0,senangnya orang buang aku dah dapat apa yng dia nak then menghilang,"['senang', 'buang', 'sudah', 'yng', 'then', 'hilang']"
6409.0,0.0,aku dah habis tengok so far episode lagi best dari keseluruhan season lepas haha,"['sudah', 'habis', 'tengok', 'so', 'far', 'episode', 'best', 'season', 'lepas', 'hahaha']"
6410.0,0.0,sayang cherry juga traktir aku doong,"['sayang', 'cherry', 'traktir', 'doong']"
6411.0,0.0,okay attention doktor report   free from cancer tak sia aku berdoa jaga makan do the healthy activity and la,"['okay', 'attention', 'doktor', 'report', 'free', 'from', 'cancer', 'sia', 'doa', 'jaga', 'makan', 'do', 'the', 'healthy', 'activity', 'and', 'la']"
6412.0,0.0,margaret thatcher bilang meskipun aku bisa berjalan diatas air tetap saja mereka akan berkata dia tak bisa berenang,"['margaret', 'thatcher', 'jalan', 'atas', 'air', 'renang']"
6413.0,0.0,diaebut je detik waktu aku terus takleh brain ahahahahhahaahhaha,"['diaebut', 'detik', 'takleh', 'brain', 'hahaha']"
6414.0,0.0,bahagia itu saat bersamamuaat kamu ada disampingku,"['bahagia', 'bersamamuaat', 'samping']"
6415.0,0.0,jangan ajar makwe kau ke pakwe kau ke hidup sorang dibaikan maksud aku jangan abaikan dia once kau abaikan dia memang ,"['ajar', 'makwe', 'pakwe', 'hidup', 'baik', 'maksud', 'abai', 'once', 'abai']"
6416.0,0.0,kalau sampai sekarang masih tuhan hantar orang untuk tegur cara pakaian aku salah aku dah beryukur sangat,"['tuhan', 'hantar', 'tegur', 'pakai', 'salah', 'sudah', 'beryukur']"
6417.0,0.0,tolong menolonglah kamu dalam kebaikan dan taqwa dan janganlah kamu tolong menolong dalam dosa dan permusuhan qs al maidah,"['tolong', 'tolong', 'baik', 'taqwa', 'tolong', 'tolong', 'dosa', 'musuh', 'qs', 'al', 'maidah']"
6418.0,0.0,dolano seng adoh lepaskann kui mengko terus plong aku wes tauuu dan terbukti,"['dolano', 'seng', 'adoh', 'lepaskann', 'kui', 'mengko', 'plong', 'wes', 'tauuu', 'bukti']"
6419.0,0.0,gitagut buat apa cari yang perfect kalo kamu aja udah bisa buat aku bahagia,"['gitagut', 'cari', 'perfect', 'bahagia']"
6420.0,0.0,mun cemani lakak lakak ketawa hahahaha,"['mun', 'cemani', 'lakak', 'lakak', 'ketawa', 'hahahaha']"
6421.0,0.0,aku ada krna kaupun ada,"['krna', 'kau']"
6422.0,0.0,iyaa semoga ga tambah panjang urusannya aku kaget bgt pas liatnya,"['iyaa', 'moga', 'urus', 'kaget', 'banget', 'pas', 'liat']"
6423.0,0.0,kita aja manasik haji udah seneng lah dia tiap bulan kadang sampe bingung ini foto umroh,"['manasik', 'haji', 'neng', 'kadang', 'sampe', 'bingung', 'foto', 'umroh']"
6424.0,0.0,hahahahah aku slalu ngelat ckp bawak bekal pastu kuar ngan zaty hahahahaha,"['hahahahah', 'slalu', 'ngelat', 'ckp', 'bawak', 'bekal', 'pastu', 'kuar', 'ngan', 'zaty', 'hahahahaha']"
